udp_arrival_to_queue_ns,queue_duration_ns,worker_processing_ns
125,10917,126416
500,26542,192958
375,875,33083
375,1541,77708
333,792,81417
416,959,74209
125,4625,75584
542,1542,35750
42,833,28208
84,1041,27375
42,917,31417
83,1875,27917
84,1250,28250
42,916,27750
84,500,28458
41,250,69083
84,708,63416
125,375,30083
42,541,28459
83,209,29459
416,875,28250
42,3250,27375
41,1334,30209
125,1375,29042
83,8542,29792
83,3250,28916
42,958,36458
84,2041,92750
83,792,27541
42,1833,28333
83,2042,54375
83,375,27334
41,1625,27625
292,2708,28750
42,541,27792
84,1583,31583
83,1500,28417
83,458,27250
84,291,30125
125,1500,28792
84,250,78125
83,292,66875
0,17125,28250
792,958,26000
84,2541,27042
84,2250,28125
208,750,28041
83,1125,28250
42,2708,47083
83,5334,31042
125,417,28292
41,500,27709
84,500,27625
84,3666,28750
42,750,27583
83,542,28083
42,417,29083
83,292,28541
83,542,28417
166,792,27291
125,4417,27083
41,417,30125
12625,1625,27875
41,2125,39083
42,583,27541
83,333,27875
83,417,27041
84,208,27583
83,417,27583
83,458,80709
42,2583,61041
42,18792,37958
750,917,29000
42,458,34584
84,708,31375
208,333,29459
84,541,27792
42,708,28458
42,333,28042
42,625,29167
83,1125,91917
42,333,51916
42,30500,31416
42,8750,37167
83,2542,28791
166,417,27083
42,458,28500
125,375,29708
84,166,29042
84,1625,27333
83,708,29250
125,417,28166
84,1250,66333
41,625,41167
167,875,30709
83,792,28458
166,334,27541
125,334,28375
333,17125,43167
83,7667,35708
125,7583,59208
167,11666,61917
83,875,70500
83,34292,38458
41,29250,83667
83,31667,125583
208,583,33958
84,1291,71084
416,5334,77833
167,3208,70250
166,5000,23958
292,1417,28792
125,500,26667
83,667,29792
83,459,28625
83,500,27667
42,417,27875
41,792,28416
42,917,27125
83,250,28083
84,333,86166
42,1917,80792
167,11708,39875
42,7041,30375
208,834,27958
42,3833,28167
208,18875,31000
166,3084,29625
875,1084,26625
250,1959,26750
84,3500,30542
42,2333,28708
83,2667,28917
42,1875,27000
42,1000,71333
42,2167,62666
833,625,25875
167,1417,27542
42,1166,26667
41,542,28833
41,5292,28208
84,1208,26834
42,417,26750
84,2541,51209
41,16292,29041
42,2875,30250
42,333,28041
83,333,28458
42,500,27792
84,333,27958
375,1666,27292
42,3291,27625
125,916,27250
42,7125,64208
83,3417,30375
125,2042,33625
84,375,34208
41,2917,54166
125,6417,29959
83,2792,75125
500,666,30417
166,1084,28584
83,583,29084
125,1666,27084
83,2917,27542
42,1500,33500
83,833,28417
166,667,30750
83,917,29000
42,1917,29250
83,792,27791
83,542,29500
83,250,28459
83,1417,29250
42,750,28292
83,334,29041
416,1667,28208
42,4292,27209
292,12792,31542
84,3791,100167
42,8542,29625
458,18584,29459
209,4041,48208
666,6792,33250
42,4083,43333
42,4792,48000
208,4833,61417
42,7208,27041
167,1291,43458
250,1708,27583
83,1125,26000
208,3042,27000
41,1125,28958
166,959,73625
42,2667,45833
84,18416,33292
166,292,31667
333,958,28667
84,541,28500
41,542,28083
84,375,27875
83,833,27042
209,791,27917
42,1041,26833
41,2209,26375
42,1666,29292
125,375,28834
83,417,28958
83,500,26459
83,1542,28792
83,500,26083
166,375,27417
83,458,27875
41,500,27375
83,1542,28458
584,2416,29625
42,2458,26542
292,625,29791
42,458,30375
83,1209,27625
125,1000,29333
84,1166,84542
41,500,99750
41,33500,30792
42,24333,32958
1000,750,33084
125,1000,32250
125,4250,29208
167,500,26250
42,2542,27125
84,2416,30042
125,166,28792
41,1084,28834
42,666,28667
42,1958,28792
125,1375,100083
125,500,91750
125,18125,30208
83,3500,29750
84,666,27334
42,1750,29458
125,384334,29667
41,263167,27875
41,245417,65708
125,190125,30583
167,149583,33500
166,50834,30708
292,53916,30667
42,4042,33250
84,13000,25958
125,2584,75084
83,3125,40667
42,11292,28875
83,3208,27542
250,2916,28959
292,625,26250
42,2167,26625
84,2208,29625
83,2333,28708
83,37875,30542
333,35292,29791
83,4708,28333
83,3250,29708
41,4292,27666
83,2833,28625
42,3333,27917
84,2375,33667
458,6917,29791
84,5791,26500
41,3292,27666
41,56084,28208
42,12375,28458
42,3208,28667
125,3458,29750
41,4459,27834
84,1208,26958
83,2834,29584
41,6084,27541
250,73959,33250
208,30542,26292
1292,103750,228750
209,1458,78416
750,1542,67792
83,3500,55666
458,959,84208
167,6375,84083
375,750,66708
83,4709,101500
83,29084,131416
209,51250,172167
84,32791,41167
42,37417,80583
250,833,93375
1166,3794750,61250
2166,2713667,27125
625,2659750,26291
917,2632625,26208
958,2641458,26709
41,2646417,25583
125,2655666,62375
458,2697625,26375
875,2469542,124958
458,2568292,29541
333,2550667,25709
375,2554041,26292
209,2613458,63250
417,1452208,59333
8000,1476459,26334
208,1474625,62041
83,1569917,60791
42,1664833,64583
42,1762166,159459
42,2019333,30875
41,2068667,25958
42,2091625,25750
0,2111458,79583
42,2186208,25833
0,2221542,60416
41,2315625,60959
41,32834,134958
84,169041,29833
83,167667,44083
458,149417,236959
87875,1023334,47708
3000,307916,56208
166,326584,68916
166,6766459,36292
250,6393209,27125
625,4239500,26166
375,3342083,28541
3584,1393875,25667
125,453959,24625
1000,447375,37625
83,9083,31667
41,3292,29875
41,3209,29792
125,7208,29167
83,292,33542
42,3250,43333
41,3084,30792
208,8167,24959
167,16083,25666
166,33250,25292
166,49500,25125
208,64417,25875
958,55584,45125
9459,17958,49833
1250,11959,28500
83,3833,29000
167,3083,55625
125,17917,40208
83,28167,28708
125,17583,29584
166,29292,28042
167,833,28208
84,3000,28750
83,3125,29417
375,10917,25750
334,2083,26000
709,4125,29000
333,3042,29083
42,5667,36542
1250,8209,27791
83,38125,26667
167,64875,26333
209,93541,26750
84,36958,25791
208,6074500,34667
416,3997917,26417
791,3537750,25083
125,2667208,25667
292,2126750,25458
625,2139042,40750
1167,311958,72250
334,309458,66041
834,327625,62333
500,317167,63875
458,171959,63542
125,197084,63250
42,230666,61458
83,4625,46083
208,31459,39125
583,49792,27375
458,351708,29375
459,329500,63334
291,354292,29292
875,10708,131167
125,1667,263584
83,40417,45459
250,1458,50916
125,10500,104209
41,4209,35250
125,1291,176458
41,1834,67375
42,3083,37375
41,1042,50458
375,11709,78792
208,7000,189167
500,667,63416
834,1375,35875
125,8417,30041
41,2125,100291
42,1958,125416
41,7959,42459
83,7875,33583
125,22333,35209
42,16208,35791
83,2583,34083
84,3666,28709
834,8875,26792
583,2958,72500
375,1208,98417
42,28666,39417
875,47541,32833
167,74667,34291
125,95334,30334
84,105166,100208
84,139083,69666
167,170875,79625
167,181958,52042
125,197375,80500
125,218542,35500
84,207500,180583
125,128500,109834
42,215416,36459
334,708,29458
41,542,26416
125,667,32750
42,1958,28209
84,958,27416
42,375,70458
83,5750,64791
125,458,28209
42,1500,26834
42,1625,28625
83,625,27750
42,458,27625
42,916,28875
625,3958,30917
792,666,26292
42,10083,35292
41,39084,31625
41,60709,67875
167,95875,36875
167,93041,92166
125,122417,91417
375,27667,181334
334,2666,345333
708,14084,68584
625,9208,64917
292,13708,64875
584,2250,67667
542,1958,35417
83,6000,30916
209,541,33917
125,1042,76458
125,5959,58125
500,917,29333
42,2583,35708
84,916,32125
84,3333,28083
83,1917,27042
125,1042,88375
83,2458,102167
250,834,30291
42,3958,33042
42,5541,83417
83,5833,77167
42,1292,38459
41,3209,32791
42,9875,49209
125,417,28750
167,1000,28417
125,1917,29333
41,459,34833
709,14833,32500
42,750,30166
625,3042,28667
42,3250,46792
250,2291,59875
42,2833,31042
42,20667,27708
167,1292,28625
167,2958,30292
125,13041,33959
83,10500,103625
125,3250,155375
125,56750,69875
292,26042,37125
83,99000,184750
1000,1000,30875
84,10041,33250
41,14917,84583
167,20625,36208
166,24167,77458
459,41000,78750
208,14958,40834
84,15750,96541
167,10625,34334
83,19625,101833
125,19375,73042
83,30542,87166
84,25583,100166
292,4750,28708
416,12917,35416
292,4417,32875
83,2375,40916
125,1084,31375
500,2708,71250
84,3333,55125
167,5750,36375
42,3417,59958
41,3667,28083
83,3375,114125
708,21250,68833
666,1750,72416
291,4375,68958
83,6125,30833
84,3458,33292
42,2083,91958
42,7833,49541
750,1125,31416
125,4958,29667
667,917,27625
83,917,28167
42,6583,30625
42,2416,59334
41,3209,99458
208,12084,28833
125,8667,45083
250,4416,30250
42,1333,47458
83,4084,44291
291,1959,87834
125,19167,41458
125,17375,52500
333,5917,96833
125,43583,36000
125,29291,41417
208,25458,83083
42,12333,78333
83,17208,94583
41,834,146917
417,2750,30125
417,917,38791
42,2292,85250
333,1584,55625
375,12542,30083
42,2792,37416
125,9292,35916
42,12042,31250
83,3167,36333
41,2750,36959
83,3125,89333
83,292,31042
83,1667,61500
375,4583,47708
334,5458,48375
83,7750,40750
83,5833,117250
542,2167,48416
125,15000,40833
125,8208,80292
125,9000,50042
83,5083,45208
125,8458,85958
84,16250,40584
83,5709,34958
84,833,87542
667,8833,29667
125,11333,34500
625,9542,38458
500,3083,55208
125,6041,60292
125,16792,38083
83,12792,108375
459,1166,27209
83,2375,26500
208,917,28292
41,5959,28792
42,1791,104292
84,2000,90458
458,1125,28458
83,875,36542
42,4333,63833
333,3500,30542
500,1833,40583
167,3583,37500
125,791,40375
333,750,29333
83,18917,31750
167,4417,55541
42,2833,62875
41,542,28583
83,2084,38666
1125,1292,31000
125,5917,29542
41,584,29125
42,708,27791
42,583,28041
41,417,27417
42,541,90292
41,1917,70667
41,5250,43042
83,542,28791
84,416,34167
42,2625,38167
83,5917,35833
250,958,28541
41,917,32750
250,1125,34750
84,5500,33084
41,2667,82458
750,750,28125
42,542,32667
41,1750,37167
42,4083,54958
500,6667,63000
125,22667,44833
708,625,27250
42,875,27416
375,9833,58958
83,46959,32750
42,44000,34667
333,51250,36584
84,49666,48542
84,56833,36417
83,28458,34334
42,45958,90083
41,17709,30166
41,6834,92417
83,3042,89166
41,36334,36084
42,23375,35417
1083,3292,31917
125,792,26875
83,4250,32042
41,1750,29333
42,791,28334
42,1375,27666
42,1000,96417
84,2166,50417
42,9208,28292
167,958,31167
958,1000,73750
41,5459,30916
166,792,27250
167,1583,29208
42,2375,28417
42,2500,28250
83,6417,29750
83,875,35042
42,2750,40958
41,3042,35583
84,2875,33125
42,1042,34292
42,2792,63791
417,20083,30125
42,1125,136709
83,1375,30292
583,3958,29667
167,833,31667
42,6458,68500
42,11000,40291
42,25792,38416
42,333,35083
42,1208,90959
83,2459,45416
84,7958,42125
125,3417,37500
41,1792,91042
125,25208,34625
417,875,40292
750,1083,30125
41,3834,39458
167,1333,81750
41,4834,73542
125,8833,27083
333,8292,64250
125,15250,136583
83,4000,69459
84,21500,29625
458,5542,28833
83,8958,33084
334,10375,31916
42,875,173042
458,53709,44667
1166,58625,90708
41,6667,52625
500,26416,29625
458,20083,35875
125,28208,37167
42,11625,49458
84,1041,167208
83,48459,30000
83,58709,27667
83,542,167750
167,12500,26667
250,3875,22000
2000,23834,149334
1042,68667,30875
1041,20625,31583
625,87416,29084
792,61917,26208
500,47000,26458
208,48334,26209
334,35583,25833
791,28167,72083
209,79750,81583
708,104667,63209
459,3458,59750
834,55541,67750
1250,19334,30875
166,3709,56167
542,13958,35375
42,1791,119292
417,5916,40834
125,23542,90458
125,4625,84083
83,21542,91583
125,11875,111875
250,8083,98083
459,4166,49125
208,833,54042
417,2333,59791
333,959,29958
83,2084,28209
42,2125,28375
417,1583,28125
125,750,31250
666,8000,52667
375,1667,26875
125,16708,26834
0,3625,33083
167,4250,28000
84,2958,28375
84,2541,302917
83,4334,18417
667,1750,75625
125,5250,30500
459,1041,81334
41,1584,81541
208,5417,29125
167,8125,32083
125,4459,35584
125,8333,131500
84,3750,34917
83,1209,31709
84,833,82125
167,2625,81167
625,1958,51916
459,1375,42292
541,3667,28750
42,9125,37125
250,583,32792
42,4958,56208
667,2333,37917
83,3417,38791
84,3958,34125
83,2875,31875
83,959,34042
83,2250,155833
125,6167,107958
125,60709,15834
458,1333,27917
41,4875,29959
84,1208,28041
167,2541,31167
625,3667,30583
166,2167,28375
41,4125,29083
458,958,27167
84,1708,27042
375,708,27500
84,1125,105666
42,2750,105333
41,4542,28292
459,1041,42042
42,88500,73708
42,116000,41625
84,45291,38917
42,15042,53375
625,15416,34917
42,32791,122875
333,19625,177042
166,1209,69417
83,917,61000
167,7666,77042
167,26083,72833
41,1334,68209
334,1875,28125
208,1250,26708
84,708,31250
84,2208,76333
42,16500,49500
42,10208,27167
500,917,28083
458,750,80291
166,5834,76834
125,5209,196167
166,7167,86167
458,16375,41209
250,10209,92667
292,4125,27917
42,4125,36125
250,5292,84584
375,1958,52000
83,19417,78417
125,833,110584
417,48333,30083
125,29500,67334
792,42125,99834
500,71459,80375
166,1750,71417
42,4541,82083
625,1208,76958
375,5208,30000
42,7125,34041
42,2958,36084
167,6083,29959
83,1834,31875
333,875,111417
125,3750,51500
84,7750,40292
41,500,27792
83,6334,28417
42,2667,28209
83,1792,26583
167,500,26875
208,1167,27125
125,6416,28250
83,584,29959
83,20000,30250
42,8333,136166
125,13125,38500
542,18000,89625
334,1625,86375
375,7834,89125
250,1584,78250
42,2750,146208
333,6542,31250
958,10042,78791
792,916,35084
84,541,26708
42,875,27750
41,584,28541
42,958,27667
42,833,26834
42,4875,28084
42,1875,29084
41,584,83250
125,625,39791
83,8500,30292
250,1166,75750
1084,1416,22459
458,6417,28125
125,1250,30625
83,417,29958
41,542,28750
42,708,27083
41,417,27458
125,459,29708
84,416,27792
42,500,32708
84,625,94917
42,1042,63875
83,27334,39917
125,2667,25917
667,708,29041
42,4250,28208
42,792,28667
41,292,27416
42,750,64417
41,2084,40542
125,542,28292
83,1208,26834
125,417,28500
125,500,28666
83,4625,28250
83,542,28792
84,583,27583
83,375,31250
41,625,30167
42,541,27750
83,2917,28625
41,3542,26958
125,17750,27208
42,36500,31416
41,37209,34834
42,41833,28667
125,8083,111125
41,3125,29959
41,5042,27500
41,1459,30959
125,7875,81666
41,2250,26167
41,7500,29583
84,5333,27125
83,2875,28417
83,5125,31416
41,1584,27959
84,3500,29333
83,7708,27708
41,19000,27792
42,2291,32792
41,2334,54500
209,5333,29666
42,1958,26209
84,4333,28333
42,1541,32375
42,2333,29167
209,541,30125
84,4958,28208
41,1709,27709
41,542,27958
42,583,28708
42,1125,28166
42,666,28583
84,458,72666
42,3083,80500
42,5208,57125
417,1000,29667
83,3000,29875
84,1000,29417
41,1209,26958
42,708,26500
83,625,29209
83,2167,29792
83,1875,88792
41,250,81792
84,5500,30917
83,6334,30250
0,667,29750
42,3208,28167
1208,917,30959
83,2167,26750
125,584,31458
125,917,68625
83,875,40875
84,458,30083
42,250,29792
42,708,28875
83,542,26500
0,542,28875
83,625,29375
125,375,27417
125,333,28167
250,708,28250
42,7167,25541
125,375,27250
84,416,26500
83,292,26167
42,417,25750
41,250,26209
42,542,25791
42,333,26250
42,583,97334
41,584,26375
41,584,26959
83,292,26583
584,3416,27667
42,15500,30792
41,750,29417
916,16125,55084
83,833,59584
208,584,29834
583,959,31416
166,1500,28834
417,1208,27375
83,1375,27458
83,3583,44292
83,333,29583
42,2750,31208
584,1833,30208
41,584,32625
41,1917,32750
792,1500,29708
125,5958,57250
83,25500,59167
292,12458,66875
83,28792,31000
83,14458,80792
250,2000,83291
83,30459,37500
709,15333,29166
41,792,27375
250,1333,28417
83,3125,27875
41,1209,29042
41,834,26458
41,1042,30041
83,250,27666
83,1459,32292
42,792,30542
84,1125,55459
41,2584,30958
84,3375,121958
42,6000,102458
375,2958,25291
208,1792,28708
375,750,27583
83,792,28125
42,583,27916
83,6667,30291
83,4958,28667
125,709,28875
84,333,28208
84,3958,27958
83,417,27500
83,292,27667
84,250,29041
42,5583,26959
83,959,40958
41,2000,28500
83,542,29625
42,250,28917
83,750,27667
125,208,29375
83,667,28791
84,416,29125
83,417,28667
42,250,28041
84,333,50000
42,500,110792
83,15042,29875
11833,10292,38459
42,1250,28041
83,1125,27458
84,375,30417
84,500,34792
41,1709,35125
83,542,28375
84,458,27333
83,3834,27667
83,167,29000
41,709,28291
42,292,27625
83,333,25959
42,625,32583
417,750,30292
42,2083,27875
84,500,36541
42,2625,31583
1083,1000,27959
42,875,34334
42,1542,30250
84,625,27958
42,6166,40542
84,833,63083
83,13167,31541
500,792,30750
125,959,30292
125,5875,27500
334,875,52583
750,875,27667
125,4041,31292
41,6875,29000
83,4334,33750
83,792,57625
41,48292,32042
41,18792,29667
375,18416,35459
41,39959,56334
208,9375,34083
125,1333,35500
167,8792,118750
42,2333,26209
208,3667,33125
209,2750,94667
83,8083,39208
125,6625,29083
208,792,97875
375,4750,28625
333,4417,25916
2375,14125,43709
291,4459,35583
583,8333,89667
125,4958,27625
166,625,30417
41,6917,30375
42,625,26708
83,2333,29250
542,1041,29042
84,958,31625
500,2542,29500
83,3334,28833
83,3750,47875
167,2042,27666
42,1000,28166
42,292,27250
41,500,27167
584,3625,25666
250,1042,29375
41,3042,28791
41,4000,109500
42,32375,27875
84,38375,32750
625,1583,151625
42,6417,32208
42,1750,29708
84,2750,29375
125,584,28250
83,625,29583
41,2084,30083
584,1333,25458
42,891666,55708
667,727417,35875
291,303959,117834
292,177125,66667
334,960541,90500
583,4667,63458
208,257833,71875
250,10875,66375
166,464250,31084
83,235667,26416
916,208000,25708
334,382083,27375
167,305666,25708
1125,1417,31959
125,1000,30291
83,792,28208
125,1250,55916
83,4792,40583
834,20541,51292
208,41709,32166
167,36542,56833
125,48167,41291
167,31625,117292
292,41708,36750
166,49792,40792
83,57792,86125
1833,141542,32333
167,101250,26583
208,101250,26084
84,118583,26333
292,103041,25584
83,132500,26209
125,115167,25667
583,65083,25959
167,80500,25125
125,71959,26042
125,65209,27250
916,105917,90583
500,115500,41791
1166,8625,86542
167,916,67625
500,750,30709
42,3500,29917
625,750,26833
84,7375,81417
125,4791,71375
42,1041,154833
83,22625,30459
542,20250,31417
42,2916,31583
166,792,54375
83,1000,63000
625,2000,28958
42,12750,29292
42,2500,26917
42,3166,36583
375,4375,41167
125,8458,29042
83,833,28959
84,416,28000
83,208,27583
83,167,26875
42,542,28209
83,292,29000
83,3792,27375
750,2125,27791
42,2958,35916
83,5958,32709
125,1125,51208
83,584,47791
458,917,33333
375,3541,72042
125,4416,28875
125,541,27333
500,792,28125
84,3791,30292
166,8834,52959
125,2208,55417
375,1041,39750
42,3208,29791
41,10292,31958
83,792,34916
83,2458,92000
42,2417,31459
41,2584,45916
83,833,33000
83,3083,37292
84,3166,54375
83,5167,30292
42,2667,31958
83,2834,120292
417,875,30291
125,500,27375
84,666,28250
42,291,29459
83,4167,26708
83,667,27208
125,333,28167
125,416,27959
84,458,85833
42,583,73166
125,16625,30209
208,625,29541
83,167,27833
167,792,27667
42,583,27208
42,958,28709
42,291,29042
83,542,28084
83,208,28125
84,208,28625
42,500,29041
125,542,27250
41,375,81792
83,792,79708
84,291,33083
42,3375,28916
333,667,28291
250,708,29167
83,583,27459
166,209,28541
42,1000,27000
83,500,44750
125,20625,33250
84,10375,26459
167,542,27750
125,834,31000
709,666,38834
84,291,27792
42,1167,27375
292,1250,28500
83,9417,45875
167,2791,28375
83,500,28667
41,875,28125
83,375,27333
1000,1042,30291
125,375,27666
83,375,27125
83,375,27542
83,625,29125
83,584,28541
83,167,27333
417,583,29083
167,292,25875
42,1625,28791
83,500,29250
83,6625,28625
83,542,29208
83,708,27458
84,458,30292
41,917,27958
83,334,28417
41,459,28417
42,958,27875
125,7625,41291
500,750,28709
41,3375,32709
42,8750,97583
167,15917,32833
750,1500,93333
166,750,33500
42,375,37250
83,5167,34166
42,12167,26959
625,667,27833
41,750,28834
416,792,28792
83,458,30459
333,834,29291
42,916,29917
83,1375,28541
83,1709,28833
125,625,27750
42,250,29708
208,584,28709
83,792,30334
83,167,86584
42,458,60291
166,17625,27792
208,3834,28958
83,3667,28458
667,791,29750
42,1250,47208
84,1916,28500
125,1041,28292
83,4500,27458
83,2625,28833
41,959,28041
83,750,27917
42,875,28833
458,1375,28792
83,875,92625
42,3958,56542
708,22209,28709
541,5334,93042
84,1125,26250
125,5208,27916
41,834,33542
41,1959,144417
83,3042,72084
83,22792,30833
83,5750,150250
83,2083,30208
250,792,28167
250,3042,47125
500,1667,98709
208,19667,62834
84,8125,80000
41,459,27083
41,542,27375
208,375,28042
83,834,28500
83,833,29750
84,541,27875
83,334,27750
41,250,29958
42,375,29541
42,208,85666
125,2750,69959
41,750,28958
83,1584,21959
42,33625,27375
41,3500,30250
166,750,60542
625,1042,29583
83,1208,28667
83,1667,27667
41,709,27625
84,208,28000
42,375,26708
125,416,27875
83,500,88708
41,917,76833
500,29666,28583
541,1667,73750
0,5083,42958
83,3417,34583
125,958,33375
166,11834,29875
125,5084,28709
208,9375,67000
1041,1584,81125
292,12041,99459
666,917,39208
208,6125,179125
333,7083,31417
208,9375,33667
84,1166,28084
83,750,27667
42,750,53083
84,3416,40292
42,1667,28667
42,6625,30833
42,375,28958
41,875,26792
42,417,28500
83,959,27041
41,459,28000
83,333,27708
83,500,26792
208,3375,28166
125,2459,28750
292,74583,81292
42,3083,39833
167,1042,28709
42,3375,27917
83,1708,67417
83,2458,39709
125,7334,27584
208,5042,27292
667,1208,26209
375,667,26125
83,1500,40375
83,2292,28917
166,1334,28167
83,667,29500
42,416,28000
83,2250,32625
84,1041,29500
375,1166,55334
83,8125,33416
41,5834,38833
41,4292,29500
125,459,28500
83,1083,27792
125,375,27875
83,750,69792
42,1917,26916
42,3000,68042
83,334,46916
83,417,30166
84,291,27750
83,3834,31875
83,334,29292
42,333,27417
83,1250,29542
84,458,28708
42,750,29416
41,375,28917
84,291,36125
41,3500,48500
84,3041,27000
83,5042,39791
125,1417,90500
83,2875,33916
42,4375,41333
42,1500,95708
84,2916,34750
125,1042,35875
83,2875,63708
125,17917,30166
792,12667,32166
541,5042,27792
208,3417,30250
84,375,46458
167,500,26667
42,1583,30500
41,2917,29875
125,375,27334
42,875,42084
83,750,64250
41,13042,37917
42,26958,50833
84,3458,28166
125,2417,29458
125,916,28667
250,1000,40167
41,2250,28125
41,1542,41458
84,791,31250
83,2250,40500
42,333,32417
41,1084,41000
42,22917,29750
41,1417,31333
83,417,28750
584,8041,29875
125,916,31542
125,1458,31416
375,2834,27583
42,2708,27417
84,958,30708
83,792,65542
42,9167,63250
41,1042,27167
42,3583,36125
41,5834,62000
41,25625,34167
125,8125,43417
209,11750,44625
167,18333,40625
1208,625,95667
125,19834,165959
84,833,46125
42,14375,37875
334,1916,30584
42,1583,27292
167,791,29625
125,6958,27667
167,792,28541
83,1042,28625
83,750,28167
42,750,29208
42,7291,31792
84,333,27667
125,500,38000
84,541,31250
42,458,29084
42,2000,30542
42,1458,29042
83,250,28458
42,1583,37208
83,3333,28542
166,459,28875
83,1208,27834
84,166,27333
83,208,28500
83,1500,71834
41,417,73000
42,2833,26250
83,4709,49209
42,1458,63625
208,1959,30291
84,625,27750
42,2083,26792
125,625,28208
42,375,28375
41,334,27250
84,333,29458
42,625,27208
83,4250,28542
83,667,39375
125,1417,26541
42,3000,26500
125,708,31750
41,10959,67209
84,14125,47000
84,6375,44542
42,1208,31791
41,3042,65333
417,708,71791
125,38291,65708
125,3583,34542
417,1541,101333
42,31542,28958
375,3625,28541
41,4167,57750
667,875,34291
500,1000,31875
125,7083,29291
42,1208,157250
42,833,50833
84,21041,51959
500,958,81666
125,1959,86875
42,2667,32375
41,6292,28041
42,833,27500
83,1167,27292
41,1000,28375
42,500,27041
41,8292,26917
0,2042,27708
84,2000,27750
125,584,28250
84,1458,27958
42,1416,63000
83,292,59667
84,11250,45125
42,750,39208
42,2291,40875
583,1000,25125
250,583,26708
41,625,26084
42,458,29542
84,333,55500
84,4083,33833
42,3833,30875
84,750,28125
83,292,29416
83,667,29958
83,417,29583
84,791,29708
41,625,28500
42,458,29000
459,958,31542
41,1500,28625
42,458,29958
83,292,29833
42,333,28333
42,250,30792
41,709,28542
42,583,29542
83,625,78916
42,333,47625
167,3958,34084
208,792,31875
167,6541,28792
208,2250,28000
875,1042,26250
41,3167,28958
125,4459,28041
42,416,45875
83,4542,66041
41,584,33375
125,750,28208
125,292,28500
208,583,26833
83,500,26416
125,417,28791
375,4167,27291
292,708,27500
42,291,27125
42,2583,26875
42,458,31500
125,958,28500
83,458,28167
125,542,27500
83,208,28084
41,584,28375
83,250,28375
42,2041,58125
84,375,95209
42,41583,48375
208,2833,28167
208,5459,26541
959,1625,30125
166,6250,30209
42,2792,29166
83,708,27250
583,1917,27666
167,1250,28041
542,2417,29041
125,2792,27333
1041,10375,27917
500,9000,48834
167,7667,31833
542,750,29000
83,542,29542
42,708,37000
83,1584,28875
42,4458,31041
42,2542,28542
42,667,27958
42,4416,28917
41,1292,28125
42,875,28625
42,958,29000
42,3500,28542
42,583,28458
1000,601791,34042
542,505792,26125
83,301958,26417
250,150875,26709
84,607791,90375
167,582667,81500
542,23750,69083
292,17875,471125
333,84917,29542
84,37583,68500
250,9917,64208
416,2292,31708
125,4583,29500
417,41042,31791
41,1834,77709
42,1208,79333
42,875,72500
42,1083,71542
41,2417,74500
42,2666,34750
41,2375,65750
584,3958,147375
83,45417,32458
917,17375,77417
333,958,26542
167,625,27958
333,30083,34000
19125,238167,107250
125,268084,120584
458,258250,156417
417,256458,85917
8667,177500,105834
84,125333,173000
250,169667,99292
375,76667,297750
333,100958,88083
542,33042,63709
500,41459,63334
416,29792,65916
625,8875,30708
84,916,30417
42,1375,58625
42,1417,29500
83,3375,32458
125,917,33333
83,459,28167
83,208,29542
84,416,28542
84,375,28250
42,333,28334
42,333,30000
83,250,27958
208,1834,29125
792,1000,27916
42,958,29625
292,2125,27333
83,14084,30166
42,3208,152583
250,2833,33833
166,3167,33333
84,9083,68916
125,12125,50458
83,1000,117958
417,35250,62583
375,1292,32583
542,875,32000
166,625,29500
1125,11500,30166
166,3834,30916
125,1333,77000
84,8416,79875
166,8542,76541
83,1083,28792
84,2125,27000
83,1167,30500
83,2667,28250
42,2541,112584
83,50167,17667
84,2666,144875
83,2084,29375
42,458,33625
83,1333,30542
208,1000,30083
84,458,28916
83,667,28875
84,7041,28375
125,792,27833
125,3958,27167
83,792,75875
83,292,55125
83,15208,29417
1250,1542,21833
125,4500,26917
41,667,33958
167,750,27916
209,791,35042
125,416,29292
84,250,28125
84,666,29000
125,1750,31250
42,3791,31625
8292,1750,31416
167,1083,28708
41,3542,29542
125,10708,38125
209,1333,27583
41,2459,41917
41,7834,26708
250,542,27958
41,334,27417
83,5375,37541
167,333,30375
84,1375,26625
41,3459,71750
125,416,62750
42,4917,33125
42,6000,29292
83,4333,29875
375,1375,28000
42,2791,41417
459,7958,87708
167,21958,65417
83,4792,75375
125,16208,54417
41,22709,91000
41,9792,27000
83,542,29166
83,1125,27958
166,584,26833
500,1917,25834
42,4375,30583
625,1458,29708
125,1041,29958
334,3958,35833
83,6125,52625
166,1042,59916
458,583,32209
83,5083,38500
41,2959,55291
84,3250,28542
41,2792,29875
84,2916,130834
84,1083,64417
84,3375,28167
250,667,33000
42,2083,28583
375,584,33875
83,1042,102625
42,1916,45375
83,3833,29917
84,1958,45500
709,3541,30584
42,5083,29542
41,31209,28500
84,19625,69250
125,25792,81708
125,45625,33250
417,1000,30209
125,709,28917
42,417,29584
83,583,27583
83,417,27708
42,1667,55709
84,1708,55333
42,9625,37833
42,917,29792
83,1000,27375
83,417,27417
42,708,29458
83,917,27375
42,30417,27125
84,583,26833
83,584,28750
83,4167,26125
84,250,26250
84,625,25958
42,875,26291
42,250,27250
83,417,27500
83,27750,29667
125,584,94834
83,2959,54542
125,22000,26458
834,6708,30041
84,500,30500
83,5542,29334
83,500,28083
83,250,74416
42,792,71250
84,6541,37667
83,459,29375
84,333,27833
41,334,29709
