udp_arrival_to_queue_ns,queue_duration_ns,worker_processing_ns
125,19209,33292
708,1334,27750
0,4541,29292
125,750,33584
42,3125,33958
42,3208,36542
41,14084,37084
125,2833,43833
792,1125,29417
42,3250,32750
84,2291,48417
42,2958,33958
125,1125,32791
42,583,28500
542,792,27459
84,10208,30791
0,1000,27000
834,1125,26417
83,292,103875
41,8750,97875
84,583,225583
958,29334,120667
208,2083,78083
708,15084,82041
708,6417,93958
42,27125,68792
42,1417,72875
42,7250,68875
166,5584,31541
209,875,58292
333,917,82166
125,4458,91250
209,8000,85917
41,1750,59208
125,1708,147917
417,5250,29333
84,3958,34166
375,3042,98625
83,3000,34292
125,7458,37833
125,12208,35917
250,375,30958
42,958,29625
83,292,102333
83,917,96083
500,20500,28750
41,375,121167
916,750,23167
42,1250,26166
42,3333,31500
125,2500,51709
125,17959,42500
625,13084,126375
125,15958,56459
125,27500,32250
125,4875,60417
458,750,85208
166,38875,36542
750,19917,35000
375,9333,34833
167,29583,115375
375,1958,29041
250,3042,28708
41,500,28458
83,1000,27792
334,4125,34041
83,459,28708
125,292,27583
83,292,27375
42,208,29417
83,167,27166
83,333,84125
125,18834,20167
83,584,82833
83,2084,29208
41,2500,29583
42,917,40750
125,9458,27583
84,583,29042
83,625,28292
83,292,27833
167,875,28875
83,417,27334
84,416,27875
84,208,111125
84,333,80958
167,44833,25000
167,2083,28083
83,1167,29791
42,708,27459
166,1375,26792
42,1541,26667
41,4875,26167
42,375,28083
42,416,28708
84,4750,26917
42,292,27041
41,500,27667
42,291,27083
83,375,25917
417,791,29875
83,709,28250
84,5083,28208
41,2250,48958
209,4625,30042
83,875,33875
125,417,29000
42,292,27750
83,292,27291
84,208,28208
83,292,28583
125,333,27292
83,292,27209
125,500,26584
84,791,25958
83,5084,28667
41,417,26541
42,250,26458
84,166,26708
83,334,25208
83,4459,33042
84,291,25292
84,250,26334
41,375,26209
84,458,25625
83,917,25791
250,2709,28375
291,625,26417
83,2334,26875
125,1334,27125
166,750,31209
125,833,27333
125,1166,27584
83,2125,51958
166,2917,28708
83,22083,26167
833,10833,27542
42,1458,40917
41,2042,30083
583,1208,28417
41,1334,27834
375,833,30500
84,583,27917
41,875,27000
41,500,66667
84,666,61125
42,750,27459
125,959,28834
167,1625,28375
83,1417,27833
83,2000,27833
167,1958,34583
209,750,27000
83,6917,27458
83,7875,29083
125,2542,44541
125,18208,28000
417,1667,29750
83,14125,32667
125,5458,96750
83,25958,76792
41,12625,77917
500,46541,31417
83,20459,33458
625,667,45500
83,5792,37875
84,708,27791
84,1666,29375
83,1167,34667
125,7209,83417
42,2708,31625
125,1834,47959
83,1125,28375
41,709,28666
84,541,26833
42,792,26792
42,417,26666
125,792,26209
209,3166,40625
167,15375,26916
83,15125,46625
250,10458,99000
42,8667,37500
83,16667,58708
0,11083,36583
42,13791,27084
83,3750,26709
83,917,44791
83,2792,30500
83,2709,29292
42,1416,27500
375,6667,26958
167,1583,27334
83,417,27166
84,583,67667
125,958,50833
42,6833,28416
125,708,27208
125,250,29167
41,625,26542
42,417,27334
125,1833,27417
83,1000,26458
83,500,26667
125,500,26250
42,2500,27667
83,2792,27166
250,1541,26334
83,834,28708
42,250,29834
125,250,28834
83,2708,26625
42,291,27125
83,709,27583
84,250,26625
84,541,90375
42,2500,64583
125,3041,28291
41,6167,26875
41,375,27167
84,5333,28166
83,292,30292
84,500,28666
83,625,28417
84,333,27250
83,3709,27834
83,542,83875
42,2708,71000
42,26375,40666
1083,1292,28375
208,3042,27375
42,47875,29209
83,14417,54083
42,7083,28500
167,7916,25833
42,1125,40416
84,2958,44125
167,5708,41791
42,14625,77250
750,10833,159125
41,4125,46042
125,5334,31375
583,1125,39875
83,1459,49625
42,1250,35667
42,2250,38167
42,708,80833
41,3292,34542
84,4458,80625
667,1333,58250
333,1167,32125
167,3208,139000
83,25167,73958
84,3625,41291
167,19500,94416
500,14500,49083
208,625,28083
84,1083,27625
167,1833,30750
500,1042,29083
83,3458,28209
84,416,29667
83,417,28958
83,458,29250
41,750,27709
84,541,26667
83,709,27125
83,375,26584
83,500,27750
250,500,27875
83,750,28000
41,3709,26916
250,5875,42000
83,375,27917
125,1000,29541
83,417,27541
83,292,27500
83,6375,41250
41,1084,31334
41,23250,54542
84,5791,50958
42,7208,28333
209,791,28083
42,7041,28333
83,3542,27375
42,5333,28917
625,1250,29250
125,625,28458
458,625,37083
83,2833,56583
42,5500,45875
42,583,28958
41,459,38916
167,1208,49708
542,750,17750
125,1250,26875
41,18209,27333
84,7708,25208
417,7416,68500
542,10875,39250
83,131625,87917
125,791,72167
41,2834,163083
792,875,65500
500,666,82542
209,7208,68000
125,1750,27958
209,9583,25792
250,2042,33042
42,4041,26958
83,3000,28042
41,1667,27958
42,916,26625
125,9750,40375
125,958,29000
166,5667,28041
125,3750,29584
42,2375,88000
42,2833,63834
84,2625,31708
125,4209,44250
125,584,27375
84,416,26792
83,375,27166
166,1500,26000
84,333,33500
125,3500,27208
83,333,28750
42,458,28416
42,167,28500
84,208,85125
42,208,62125
41,28500,35583
125,9833,23958
583,1667,27625
42,1125,39709
500,3208,28834
125,2834,29500
541,2417,45000
83,6959,37375
292,1041,28500
83,3042,32708
167,5792,81750
41,11917,40958
42,36041,104167
42,11375,114833
84,10750,32833
375,3959,28666
41,959,32750
250,1708,30042
42,15125,32500
41,8500,100167
41,57209,30416
42,24333,32625
83,18209,86875
84,1333,60625
42,3625,95292
208,3625,48375
41,3709,27333
84,625,27292
208,2958,28792
916,1125,27833
125,459,28459
42,500,27584
83,1042,28875
84,541,27625
42,500,27583
42,333,28708
42,833,27375
41,917,27208
42,875,27459
83,834,104209
83,3084,75000
250,1500,28792
42,5083,34083
542,1166,39750
834,1166,33375
125,16250,31916
167,9916,39083
42,16208,91208
125,30750,32125
83,7750,126500
84,16458,32083
459,8166,28125
208,14083,28209
167,4208,31084
167,625,27750
83,2083,27208
250,209,26584
417,625,26125
42,3875,27667
42,583,27167
84,833,34417
42,2666,29875
375,1208,27833
42,2708,106875
209,750,27834
42,2916,112375
42,4458,50625
459,583,127375
42,791,27500
83,500,27208
83,3000,28666
84,666,30292
84,5041,28250
84,458,26750
83,375,28417
84,375,26541
83,250,27708
83,3583,25792
83,292,26750
84,458,80125
125,959,61750
916,3667,27708
83,2250,26792
125,1500,29958
834,2125,44541
125,11833,28542
41,3167,27292
83,4375,27667
125,6833,26125
125,13000,94167
333,4917,38625
875,17250,131834
42,7000,28542
83,459,27000
42,1167,25917
167,2417,25833
42,1291,34875
83,2875,38000
42,3167,70083
42,11125,31667
125,1292,32417
83,2708,34125
83,3083,29500
125,4209,27833
125,833,78583
125,708,92542
125,1791,122500
292,1250,28042
42,666,28167
500,4709,26084
83,250,27958
42,542,28583
83,4459,28292
42,541,28375
83,292,26958
41,417,28916
41,500,26792
42,625,26833
83,3084,78334
84,666,60958
42,1125,26875
167,1125,29250
83,1458,26583
84,916,27042
84,541,28750
41,834,26875
83,1084,28041
41,1042,26833
84,1000,26042
42,20333,31708
84,48666,28292
83,16958,132584
42,19291,165917
42,1458,28166
125,3917,27833
41,1542,28458
83,417,27375
83,834,26333
42,4583,26917
41,959,26708
83,709,26959
42,583,26833
42,333,28250
84,3958,28583
42,2042,27334
84,541,41209
42,13250,28458
1334,5375,26792
125,26875,24917
125,46000,25708
83,56333,32417
125,45000,28708
1250,33458,30083
625,34750,30708
167,27250,29500
250,19708,30042
125,20750,30458
84,6541,85375
167,1333,67875
334,583,27833
84,1333,29250
125,709,28417
42,583,28625
42,458,29750
41,709,58375
41,250,26667
83,375,27083
84,35041,28750
42,333,26375
42,708,25917
125,375,26000
83,917,25291
84,958,26375
41,459,26791
83,292,26458
83,292,25542
83,292,26708
83,500,25542
167,208,25625
84,875,26333
84,375,25708
41,584,25708
42,417,68500
125,417,27375
41,542,26292
459,1000,28584
83,375,26917
42,458,28416
84,458,26875
83,792,31125
42,417,27041
83,1625,27709
41,417,28333
41,1042,74375
125,1833,79875
167,6292,28250
167,333,31250
83,625,27083
42,2042,39000
167,1083,29667
83,2375,27708
83,3750,27875
83,250,27000
83,167,29333
42,208,27500
83,417,27250
42,2000,27375
42,333,27417
84,250,27916
42,250,27333
83,333,26625
333,584,28750
42,1125,28250
208,2750,38333
41,2542,92916
83,458,28042
84,375,35416
42,1541,88583
125,2042,28542
42,375,28917
41,709,27375
41,417,27208
83,375,26459
42,833,26792
458,1583,29917
42,3208,26792
42,29666,29709
83,6292,37375
125,6125,92375
709,12875,25458
84,33333,97250
125,8125,91875
167,70792,69166
84,3125,51417
42,4500,60042
2875,13459,73833
166,3625,44708
167,1041,29542
83,2375,27083
41,7125,69917
42,1791,106709
41,10459,100541
542,1041,109792
375,23583,49792
208,36417,26750
42,43667,126917
209,916,83333
125,10584,50916
83,10750,42542
0,3333,30333
83,583,26542
83,750,25292
125,750,27958
83,500,26833
42,291,30250
83,334,38042
42,1833,29792
83,5042,27042
41,334,28459
84,291,28167
84,250,27333
42,333,27042
42,333,27792
458,1417,28833
83,1208,27000
83,792,29042
83,6584,26458
42,791,29250
83,542,28042
84,416,27833
125,583,27417
83,583,30667
83,1292,70916
83,792,59500
333,6459,29958
83,1417,29125
208,5875,26750
84,4541,42208
41,3042,28583
83,1334,29833
83,5250,29084
83,625,28500
84,458,27917
84,250,83541
83,750,67209
125,17375,35625
125,2916,29625
83,417,27625
542,708,26500
250,1416,26375
83,834,27916
83,459,28083
84,375,27500
42,416,31167
41,2209,26708
42,1000,26375
167,833,27375
958,1250,32292
667,2792,27541
84,2458,37541
167,4458,86750
83,9792,73916
250,1417,27416
84,1916,28500
791,1167,31166
83,792,31708
42,4791,29375
84,833,28250
83,708,26500
125,542,28000
83,208,28292
84,666,29250
84,208,28583
83,875,29958
41,1042,28750
167,625,27083
84,791,27250
41,1000,28959
83,500,29083
84,708,27292
42,250,27583
84,1125,66583
42,2667,38041
42,1958,30125
83,542,28166
83,417,27708
84,666,27542
84,1083,26000
1750,13667,79125
750,38917,33166
1041,917,27542
166,92459,74000
666,51417,60666
125,1480708,70708
417,1465083,121458
208,1373792,76000
125,1361291,77375
83,1250875,83833
166,808875,39959
250,553833,66834
292,5833,30792
250,545000,44041
167,22208,31417
291,48625,65667
500,7166,35042
291,875,30375
833,1208,26500
625,12250,150417
292,667,30000
125,4542,65416
417,1250,27292
500,667,72083
208,1792,70375
166,6584,87833
250,1125,62167
417,1833,32000
125,583,38959
42,1375,82334
83,2083,30375
84,1083,27583
42,583,29208
42,1791,38000
41,3167,28125
167,2542,30542
166,3167,28750
41,1334,27708
83,625,27708
83,792,27292
1000,3667,32166
41,7917,26708
41,3500,26292
42,2958,26667
42,2792,54000
41,6500,26042
83,27875,25083
42,2958,25208
42,2250,25458
1125,9541,25125
167,18875,25667
208,35625,25208
1291,36250,34417
667,7291,32333
84,458,27500
83,583,27250
42,7583,26083
42,667,34625
1333,1834,31417
83,2500,32333
167,2208,27833
83,3958,56250
250,875,131125
41,4209,55750
83,8500,30708
167,583,26917
333,875,28459
1209,1375,27959
41,542,29458
125,333,27792
84,333,30167
83,167,28000
83,584,28292
83,375,70458
42,2833,46292
42,6958,28917
166,500,26375
125,2042,27083
83,1542,27042
375,6666,28416
42,958,29000
209,6375,47834
83,667,29708
83,542,28583
209,375,29041
125,2084,29291
83,1000,27333
84,625,27125
125,209,26834
83,625,27125
41,209,27250
41,334,26834
166,2625,27375
42,12708,33666
42,12667,60709
42,29708,28333
708,2167,25875
83,1333,29459
83,2792,30083
41,5625,30834
84,833,36250
42,1208,126250
292,21417,28083
167,541,31667
250,6125,33792
125,1000,28583
42,8083,27500
83,8209,34375
167,958,94542
83,917,42916
42,1875,149750
125,958,29500
42,4208,28125
42,1250,42584
84,250,27500
42,3958,105542
83,1667,31083
83,625,63833
291,750,28750
83,583,28167
42,500,27834
84,500,28125
83,1375,29000
84,625,27375
42,833,28000
41,834,27750
83,375,28792
42,625,27542
83,417,33625
84,2125,86250
83,2292,45958
542,3708,30667
83,11208,27917
84,3958,32083
42,1833,99250
667,9750,84250
583,6959,74625
84,16208,30833
167,291,26917
83,375,26791
83,708,27875
541,625,26834
42,2291,26458
42,250,28208
208,458,27667
41,1417,29833
125,5333,28333
125,5125,47542
83,1292,30292
500,667,57167
167,1083,63542
83,3292,28541
500,584,26708
125,625,28500
42,500,26834
42,1375,27833
84,1500,32375
125,792,29000
83,834,28250
83,667,27541
84,875,34625
209,1958,35125
84,750,28375
83,500,27125
83,417,27041
83,625,27917
83,667,26875
41,500,26667
42,4083,27959
83,334,29250
542,875,28917
167,500,29708
83,459,31375
83,542,30958
42,833,30833
84,375,27750
83,417,28917
83,459,30125
84,250,81125
84,416,27959
83,3875,26250
83,250,26208
83,375,25958
125,417,26416
125,1042,27167
84,2583,26625
42,667,27417
125,1209,27375
83,458,27584
84,541,28750
84,291,27708
84,2041,90875
42,250,69667
41,31625,30500
42,8750,30583
166,5125,25792
292,666,27834
84,6291,39833
42,875,26458
83,792,52250
125,625,38250
42,6625,30250
83,2875,28458
167,625,31416
125,542,28167
125,1666,26125
83,792,27542
42,333,27167
41,417,27958
167,1917,27541
83,1292,26166
83,958,29083
84,1083,28250
84,500,27167
83,333,27333
42,625,30125
42,3166,27834
83,500,29417
84,250,26583
42,250,69875
84,7333,29625
83,334,29416
209,583,28083
83,2084,29666
83,2750,29917
42,667,29833
41,1000,26875
125,250,26958
42,4208,28917
167,1792,28541
125,416,26334
42,541,27458
83,333,27833
84,4416,82083
41,625,89459
125,23375,59959
0,2667,26167
41,12292,50250
83,11542,40000
42,19583,92916
292,958,33792
42,1292,85667
292,792,26750
42,417,57916
84,3833,30791
750,750,25958
83,917,55042
41,667,28542
125,4000,26625
42,667,25917
709,17291,25625
42,1291,66750
83,7208,73583
42,17625,96250
125,41833,115625
125,77250,31958
209,69625,32333
209,39208,33167
83,55625,84083
1208,64292,151416
84,666,28292
541,3584,47709
250,4209,30000
125,625,26542
42,2541,28875
42,1375,40458
41,2209,28500
84,1583,27250
41,500,28000
333,1542,26541
83,3542,31125
42,333,26333
42,3167,27625
84,458,109750
209,53250,18500
292,1500,31291
41,792,27375
125,2250,30375
125,250,29083
83,2000,27375
41,584,62917
41,709,38125
84,5125,29625
125,791,38500
83,459,28333
83,667,28167
42,1250,26208
84,708,27416
125,1584,28500
875,1834,26375
42,4667,62084
42,4333,31584
41,7042,52708
83,1959,30625
292,791,30792
250,2875,27208
416,584,29208
41,1959,69042
375,23583,52667
209,16916,34833
250,19958,62250
166,4709,30000
84,1833,27333
42,291,27333
42,583,28792
83,11167,41958
416,959,27292
459,666,27583
334,583,25500
41,625,28750
291,750,29625
42,333,27000
42,6917,29917
625,875,52958
875,2750,27667
83,1292,29208
42,875,53625
83,2750,37875
625,10541,30667
125,1167,31584
166,292,29417
42,1666,27042
83,1625,26792
167,2000,33291
83,5500,103583
542,1416,34625
166,11042,33000
333,709,28625
42,17458,28333
250,458,31041
83,875,39083
125,4209,29500
42,458,28917
42,208,65834
83,292,38500
875,750,29708
167,291,26542
83,792,27250
83,625,26000
83,375,27000
83,2667,27916
83,875,37833
42,3708,92083
125,9458,55333
166,13000,29334
167,1417,31583
42,833,89333
292,1125,29541
208,2292,38875
167,4208,96500
83,792,40416
250,1459,56792
42,1875,108625
375,1875,31583
542,2875,26916
167,833,28833
41,18542,66833
41,16084,98708
166,27792,41792
83,36292,45166
42,38166,31292
375,26917,49708
125,12417,27917
334,1166,26042
167,3791,49583
84,1666,39917
291,709,26875
84,1583,40291
41,6709,26250
166,2125,30083
84,10125,28542
83,375,29667
41,834,29666
41,209,27916
83,209,26375
84,791,27042
83,625,89625
42,28750,29208
125,31125,24041
250,1959,48791
750,1792,26416
83,1417,47791
84,958,27833
84,375,27875
83,292,28333
125,209,76459
84,208,65583
125,4292,63167
166,542,27875
167,833,26709
125,292,27625
125,1292,27417
291,9500,27208
41,4250,35792
125,10125,95791
125,8334,44250
125,29334,68500
83,14083,71334
41,55375,54709
250,39625,63792
41,14125,35709
459,625,36000
125,458,28958
209,1125,26167
125,1333,27583
84,4291,27417
42,542,27209
125,3292,30083
42,667,28291
83,500,28667
83,542,27291
83,292,27208
41,625,27667
84,1750,37791
83,834,60959
83,2167,27500
83,958,27125
42,875,29209
209,48166,28084
42,5958,30917
125,1542,34750
42,1166,32292
42,5417,33458
83,11083,32334
42,3625,28750
41,4250,88583
166,4834,28625
42,2708,29625
250,292,30500
84,375,29333
83,1417,29292
250,666,37292
83,2292,29458
83,917,32792
167,2833,36167
41,3042,36958
166,1375,92875
42,8375,38291
166,10042,90875
167,833,71416
125,1292,32458
167,1292,84667
125,1791,25125
250,5125,46792
83,1459,28334
41,1667,27417
83,2459,30791
84,916,32583
41,2792,30083
84,791,29958
42,541,27708
125,417,29916
83,292,27208
83,334,26666
83,500,92917
42,1291,98458
41,30750,49667
208,2292,28500
84,875,27167
84,2541,29833
125,583,30833
83,1208,28084
42,1000,30834
83,792,27125
83,459,28416
84,291,27500
84,166,85333
83,292,55750
0,24208,38833
375,8958,35166
875,3916,132000
375,7625,95750
584,271291,31083
125,235500,27834
125,10167,25792
125,188250,71375
83,170625,59833
250,532167,31791
375,153834,26166
83,64917,25458
292,290375,73042
208,86792,63292
166,45167,32792
500,4833,48000
958,9334,63459
41,49959,69250
375,216416,187875
500,242625,35750
125,262500,78000
167,107125,67708
167,150375,592458
208,11000,29042
292,48791,70542
83,6375,66625
791,14875,62042
1042,76333,29875
125,3250,32042
417,667,30208
292,500,28375
41,2750,50083
209,875,27625
42,833,28041
42,2958,53834
83,3375,70834
84,19541,57708
166,792,31417
125,1333,34042
42,1291,89750
709,13208,34250
125,23750,62084
250,4708,29500
41,5042,48541
666,6084,31042
125,14125,28250
83,2292,28000
42,1041,27959
83,1250,29542
125,1125,98291
166,11000,128750
417,29458,32584
291,834,25875
167,11500,65750
41,3042,26833
1500,15167,83666
333,1917,82708
209,27250,38125
208,9250,124166
416,25125,51208
125,47583,76792
333,54709,36333
125,57209,74709
166,65209,35542
125,58542,40875
125,65167,76875
500,77917,73416
125,69084,71334
542,1625,29833
84,625,30041
42,666,28208
41,1042,45125
83,1458,29709
1041,709,28250
125,458,28416
84,625,78375
41,375,42292
41,16125,30209
41,542,29542
125,708,27542
84,1666,28125
500,5875,29125
500,2625,31250
167,2208,31291
83,625,27792
417,791,29584
84,1000,57916
625,7708,82625
125,5000,93792
125,35625,36458
458,21292,38083
166,17834,38791
708,1042,34167
209,1083,40875
458,3459,27750
42,1875,34708
83,1917,28333
83,3042,29334
42,2708,30250
42,1708,26625
83,875,27750
83,208,95625
542,4167,49125
84,32666,32084
84,14750,32833
167,2166,29958
125,5333,38542
333,1625,29125
83,4708,39167
84,3208,32208
84,4916,27959
333,667,27000
84,333,29791
42,666,71458
83,750,45584
41,6500,27333
125,791,31042
41,334,27542
83,1459,27708
83,4083,26750
334,1250,29125
42,11541,25042
250,5417,25708
42,5375,56500
83,21042,71834
42,33750,36584
41,10459,36416
42,4291,34917
83,3000,35084
41,2792,33958
83,3750,41333
125,1583,76708
83,4667,77375
458,3417,28708
42,2625,32625
42,2625,26958
42,3625,26584
125,9625,35625
42,3875,31000
42,250,36208
83,1833,94709
84,3583,32125
41,4167,30333
42,23541,29542
208,7625,51000
250,1208,47042
83,709,26875
41,334,25916
42,167,27209
41,2792,27708
83,1375,26000
42,5125,28375
41,667,39791
83,250,62000
83,37959,32416
84,4708,32375
42,4666,32209
42,250,36125
125,625,27750
250,2958,27750
84,1500,27875
83,1667,29375
42,666,28084
83,500,28500
84,625,26708
42,250,26333
83,292,28292
84,375,28958
83,667,87958
83,667,78125
208,16084,33167
42,2667,33584
166,750,27834
42,1917,27709
83,500,26709
42,2625,41416
83,959,28167
84,4000,30250
83,2292,27125
0,1709,26166
42,3958,28167
125,1042,74833
41,19792,79041
1000,2500,26334
250,1792,25708
250,2833,29708
42,1541,28750
42,708,28792
42,417,27500
42,833,26250
42,917,28166
83,167,28250
42,500,27625
42,5125,27125
41,834,26375
42,500,26875
41,250,26542
208,2417,44042
250,9125,30375
708,1042,27667
750,3750,26750
125,1208,26208
500,625,30125
125,875,28875
125,1333,49458
41,2542,26708
458,9292,27792
167,833,27958
84,1333,27250
42,2167,27833
125,1084,25875
84,1791,27834
42,2458,27208
42,3292,27667
41,3459,27958
84,375,29292
41,334,26250
83,375,30667
42,208,26583
84,875,27833
42,4625,26625
125,750,26459
84,708,26792
83,500,29500
125,584,27375
625,13042,28875
125,542,30708
125,875,29584
41,1042,33916
84,4625,29083
41,584,28209
42,291,27708
42,333,26875
42,458,26792
125,917,29625
83,375,29417
125,417,27708
500,1167,28875
42,708,29750
42,1583,29708
42,458,53333
83,6917,28750
792,708,28792
583,625,27958
125,1500,26916
125,1500,27833
42,333,27625
41,917,28458
84,1708,26666
83,542,26333
166,875,27208
42,500,27375
83,1125,31083
83,1167,32542
125,958,29541
83,7000,27833
84,3666,27959
125,792,27416
83,292,71250
41,30959,40834
125,1834,40583
42,375,26250
83,500,27958
291,1250,27750
42,7000,41000
42,8542,98042
42,20833,28166
42,792,28541
42,23125,56125
125,750,153958
83,25333,29542
42,4708,28958
167,4250,25875
0,5458,29667
167,458,28542
84,500,27792
83,1042,32583
41,917,27791
208,584,28125
41,584,30584
42,1500,28167
166,2667,26500
42,1125,46458
166,750,35542
791,1375,87792
167,1000,86334
709,916,32250
125,1875,31459
42,3208,27709
83,2167,65750
167,1417,26416
209,708,28291
83,167,26416
84,3333,26041
84,375,27584
42,833,34958
83,834,27500
42,458,25666
83,375,25875
83,250,26083
42,750,25000
41,250,25458
42,333,30375
250,2125,25917
125,3667,28291
41,2584,28458
42,1125,26250
625,17375,27334
41,1042,28292
291,2084,32125
417,1417,26208
84,4625,29333
125,5333,25292
42,3333,88167
125,3958,136583
500,9167,142834
125,666,28250
83,1250,28000
42,208,28000
42,2333,26291
42,1000,27500
42,416,77459
83,1042,69916
250,4666,34125
42,417,29541
84,708,28416
83,292,26292
83,250,29000
84,291,27167
166,542,29958
42,2292,26125
83,5875,28334
667,708,28500
83,667,29291
84,291,29125
125,208,26791
83,417,28041
83,417,26250
83,625,26083
83,4292,25917
83,500,84333
83,417,76375
1125,875,29958
125,1791,52417
41,9792,54000
42,8125,49083
83,4333,28667
83,542,28291
84,375,26625
42,1083,28000
41,292,27542
83,292,26792
125,333,28542
83,292,28542
83,292,27041
167,708,27125
41,500,27500
42,6750,30625
42,625,58208
83,500,57750
84,1208,33958
542,666,30333
167,375,29000
83,750,28125
83,584,26750
42,375,26542
83,458,27208
84,333,27542
84,21958,28083
42,3083,47958
41,5667,33208
42,16625,54125
41,41334,150709
334,1666,27750
167,1333,28166
583,958,71042
250,1791,26792
42,2125,41916
125,7250,55083
167,1333,27666
750,1333,47542
208,2792,27709
42,541,28417
83,6625,48250
125,3209,32834
84,750,28500
83,584,26834
83,292,83583
83,250,44375
125,18041,29667
83,709,30375
125,4792,27916
84,375,27709
83,167,27667
83,1000,28084
41,1959,28834
41,9250,25667
83,3375,29958
83,3209,29125
42,25750,27000
84,2416,26208
83,5292,26875
42,9042,29875
83,11209,72667
250,22500,30792
666,9584,24208
125,2333,24458
291,625,27875
292,1708,28667
167,375,29500
42,1666,29208
84,541,26250
84,458,28042
125,250,28500
42,750,72000
42,417,46250
42,18958,31709
41,3042,30750
41,834,28542
42,541,27417
208,459,37833
42,14541,28708
84,3416,31584
42,4625,29208
83,4750,30167
83,1209,28500
83,1209,33666
42,2000,39041
125,1125,104375
41,4084,32417
125,5584,27917
83,1875,27000
84,1000,31375
292,791,28167
333,1459,27000
42,375,27333
42,1417,28084
875,917,27666
84,833,28416
84,1583,28542
125,917,28541
125,3709,25500
42,2958,26167
42,3083,28750
750,750,91625
167,333,46750
166,1209,28541
83,375,29083
83,1083,29042
42,458,27250
83,375,27583
84,583,26166
83,209,67041
83,375,42917
41,9709,27208
84,833,28833
42,3000,29209
83,959,26916
125,458,28083
167,9625,26625
83,1250,27458
83,1792,28625
84,5250,28583
84,1416,27709
791,1667,28541
84,750,31833
83,3167,28958
84,1250,31125
42,3125,39875
41,6875,98791
42,16917,25875
208,584,26000
84,500,29709
83,917,26042
42,1125,25750
84,1166,26708
84,333,25083
42,500,25833
42,1083,25041
83,958,25333
83,3792,24916
83,1083,27042
83,7375,25542
83,375,25667
83,4167,60875
125,542,29084
84,708,35208
41,1042,58583
83,1958,37250
125,5292,88625
166,15625,77833
84,19833,45250
125,11708,63916
125,17375,30250
41,24375,28125
41,8667,111167
292,25500,223833
417,1375,45750
125,1042,27833
208,417,43500
334,8166,28417
83,29084,47167
125,917,31250
167,1375,30750
42,500,27459
41,334,26750
84,1250,26834
83,1459,26666
84,625,26375
42,375,27541
84,666,26417
83,792,26708
42,625,27750
41,4125,26667
41,750,27625
42,958,29667
83,250,27000
41,417,29458
83,500,27750
84,541,26125
83,375,68833
125,209,39250
41,4500,27208
83,1250,28375
41,12000,38667
1042,2208,92708
1000,26625,122917
625,5917,33209
500,37666,27125
166,11000,26167
83,557750,60417
84,563750,58625
292,93042,31000
167,206500,34958
125,17791,31500
292,192167,63666
166,31334,201209
916,4417,32542
208,1542,99084
583,17958,130750
1292,61666,72000
42,1791,29958
208,16000,65458
125,3333,30667
166,542,28958
84,4000,30166
41,2250,26250
42,458,29333
42,791,27750
42,4083,27750
333,1083,29875
83,1625,26334
41,3000,27125
83,9958,29750
42,750,34083
167,2000,114916
42,3250,74750
750,750,30417
166,4584,32541
208,959,33708
125,5833,29625
83,7375,27167
11583,1000,26208
1375,25166,32083
125,2209,26500
375,1500,91666
42,46917,26500
541,21750,30875
125,226959,33292
375,149083,26375
416,78042,462167
584,46541,246084
292,76417,87959
833,86042,65750
333,75375,63125
541,1209,68250
833,875,31667
792,2833,51583
84,2500,34875
42,17583,34125
84,791,109417
459,17500,68334
167,416,29250
42,2417,30875
42,1000,65667
83,4375,105250
83,5667,71083
42,14417,76292
1291,12459,27292
208,1459,29917
42,1250,56459
83,2167,28250
42,791,35125
42,2125,39375
42,2958,38375
125,9417,32791
42,1583,118333
41,5167,29042
416,1917,27333
167,1500,28542
708,792,26958
125,584,94375
1000,17583,83375
83,2875,28875
41,2167,33541
208,584,28500
41,292,33000
41,1917,33291
41,1792,34083
84,666,32875
83,1209,80709
42,1958,30958
83,1333,62417
83,1875,33041
125,833,124750
41,1625,115542
83,958,28959
42,31208,29000
41,4584,29625
41,1584,86250
584,22083,48375
83,33125,106500
42,16791,51708
584,875,29833
41,1917,64416
208,2875,31375
334,2125,103750
375,1500,54500
209,4125,109250
417,1000,26166
167,916,29084
84,1083,28458
41,334,27958
84,1000,26833
83,209,27459
42,292,26791
83,750,26417
41,250,26542
83,750,26916
83,1417,55958
83,3833,28042
709,500,25583
291,6125,28292
41,10917,80000
125,8084,41875
125,4667,53625
125,4000,46250
125,8292,102125
83,1084,68500
375,15292,104541
83,3542,27166
792,833,26333
125,1834,26708
125,917,26625
167,3458,33041
125,667,26958
83,1708,26083
42,2708,28458
83,459,31792
42,13208,28833
41,7292,57333
83,25084,29375
42,14375,115459
84,1291,33875
166,9875,29334
84,5125,49792
84,4208,43208
84,3208,30042
125,583,29708
83,6334,29541
42,333,27834
84,2583,29417
42,5541,28125
83,459,28375
41,209,62500
83,417,28750
42,1083,27959
83,792,29833
208,2667,37458
125,1000,28083
42,2917,27333
292,792,29416
83,1208,26125
42,458,30750
42,666,28792
42,5333,28250
42,375,27958
0,792,27250
42,2250,28500
83,917,27875
42,250,27208
83,709,27417
1250,1291,26875
167,3541,60875
84,583,27042
83,375,26875
41,459,28291
84,625,25916
83,708,25792
84,416,29417
83,1042,72208
42,750,27459
42,375,26292
83,583,26292
83,417,26750
83,375,26042
42,792,25583
