challenge_id,target_parsed_to_tcp_sent_ns
4709,2427750
4710,2702542
4709,598458
4710,3932916
4712,107292
4711,2138334
4712,448417
4714,1775542
4713,218333
4715,1087875
4714,1159417
4716,2978792
4716,2530875
4717,2523042
4719,101708
4717,310291
4718,5314375
4719,334375
4721,2573958
4722,2459833
4721,1599833
4723,719125
4722,68458
4724,3927041
4725,2492500
4725,2523042
4725,238292
4726,582042
4728,2665916
4729,633500
4730,2294750
4731,2572292
4731,3698667
4732,2451375
4732,960083
4735,738709
4735,754000
4734,402166
4736,1505208
4737,1567041
4736,1055125
4737,3278250
4737,3301458
4740,3878209
4741,4247375
4741,168250
4742,2339875
4743,2925250
4742,63000
4744,2419792
4743,1657125
4746,3407000
4746,779834
4748,2601375
4750,2197625
4750,2229458
4750,2258250
4748,738792
4749,1434125
4750,93208
4750,131541
4753,2420166
4755,28875
4754,4016208
4755,177417
4757,2411625
4758,4297125
4757,75166
4760,883250
4759,3391542
4762,630042
4763,354083
4762,51500
4763,3270291
4763,3284500
4765,1352917
4764,885083
4766,1666459
4765,1739250
4766,718042
4767,5717916
4769,2376458
4769,2391208
4768,1239916
4770,2444917
4769,5475917
4770,110125
4772,2677166
4772,2156125
4773,1814208
4773,1870375
4774,3086375
4776,2684875
4776,1653833
4778,2928917
4778,2292542
4779,1872333
4781,491125
4780,2770417
4781,74834
4782,51000
4783,1952042
4785,1101167
4784,1139791
4786,4285708
4785,1730167
4786,688833
4788,3788916
4789,2035125
4788,3557500
4789,34542
4791,2568833
4792,1995666
4791,1727709
4792,966750
4794,5200166
4795,2635208
4796,4135458
4797,278791
4795,2220708
4796,1524000
4797,3428250
4800,4555500
4799,31500
4802,3589458
4803,2038500
4802,82459
4803,1438542
4805,3673167
4804,4152416
4805,650250
4806,197750
4807,3020125
4807,3209416
4807,682125
4809,69584
4808,1901667
4809,2158666
4810,3277542
4811,2562458
4814,2996083
4813,4134584
4815,2381166
4816,2772167
4817,1494959
4816,93834
4817,2468584
4819,2529084
4820,4289625
4822,699958
4820,4854792
4821,97250
4823,2667125
4824,2712000
4824,2752209
4823,1600708
4824,3275834
4827,446292
4827,454833
4825,3474958
4827,2071625
4830,3208625
4831,3224250
4832,1435459
4831,959833
4831,970208
4833,2628584
4833,2660750
4832,1938375
4832,1947250
4834,2620959
4834,1564708
4836,2365667
4837,3658375
4838,2419292
4838,477333
4839,717708
4841,4159375
4840,26625
4841,2445167
4841,2445959
4842,2691542
4842,426125
4843,1041292
4845,291458
4844,248000
4846,4021250
4846,1890125
4847,19417
4849,3518500
4849,3546166
4849,1225875
4851,4004166
4851,4038166
4851,3587125
4852,2599250
4853,2757167
4852,1258125
4853,2096541
4854,5464958
4855,43083
4856,2680625
4856,1318583
4858,82625
4857,44583
4859,2400833
4858,1169417
4859,3066000
4859,3072958
4861,2635125
4862,17000
4861,3156667
4861,3162875
4862,20083
4863,2654958
4863,1447708
4864,495833
4866,4168292
4866,4169542
4866,6014542
4868,2447083
4867,2466041
4870,1617500
4870,1372458
4871,3563541
4873,5839458
4873,1231500
4874,4040208
4874,4041500
4876,4418625
4875,1597792
4877,692875
4877,709083
4878,3610333
4879,2313625
4880,3764458
4879,83500
4880,231792
4882,3377042
4882,5020875
4884,1594417
4883,669250
4884,905333
4885,1165417
4886,6242000
4887,2507500
4888,701000
4889,1424541
4889,1446791
4887,157291
4888,874250
4890,909166
4891,4348125
4892,327792
4893,2138542
4892,379333
4893,1417292
4895,1286916
4894,1029542
4896,2730250
4895,2142625
4897,2566250
4898,974958
4898,975541
4897,2004584
4898,192959
4900,2580625
4899,6391666
4901,497208
4900,1971834
4901,1744750
4904,2276375
4904,2364375
4903,2673916
4905,2685292
4905,1093500
4907,30458
4906,473667
4907,268209
4909,1591167
4909,1607625
4908,1933959
4909,394042
4910,369709
4912,959500
4911,3145708
4913,2592417
4914,2520750
4915,2621166
4916,977125
4916,986417
4915,1132459
4915,1156459
4916,2890250
4917,1331334
4919,2728500
4920,505750
4919,1971167
4919,1991667
4921,781667
4920,4207792
4920,4217667
4921,1867625
4922,2607625
4923,2434334
4923,2446542
4922,1373250
4925,2094875
4925,2124500
4925,2173416
4925,3982959
4925,3983542
4927,2811208
4927,2822208
4927,84875
4929,2432000
4929,2432458
4928,1226209
4929,2479041
4931,899667
4932,1056500
4931,1236833
4933,2615041
4932,2798375
4933,5073167
4935,4775500
4936,734416
4936,740958
4937,2555750
4936,2499750
4937,912542
4938,2147416
4940,1429000
4941,2402333
4942,109125
4940,2401584
4943,357625
4943,358250
4942,2021042
4943,740959
4943,762459
4945,3068334
4944,44000
4946,1706167
4945,2229250
4947,511167
4946,279542
4949,386875
4949,387375
4947,108500
4948,376542
4949,243208
4950,1585542
4951,4232292
4954,942833
4953,1444875
4954,1347666
4955,6536291
4956,2534500
4956,165708
4957,439458
4959,3007709
4958,850708
4960,1190000
4959,1959250
4960,549333
4962,2726417
4962,3513791
4963,2641333
4964,2471417
4963,1803417
4965,2645125
4965,2290583
4966,1186958
4968,780916
4967,1399417
4968,131750
4969,3432667
4969,3473750
4972,3953500
4973,2261916
4974,2368458
4975,2876625
4976,2374000
4976,2389875
4975,749208
4976,158083
4978,2352708
4977,772666
4979,3405042
4978,1814292
4981,2670875
4981,2672000
4980,2088666
4981,3225000
4983,2713541
4982,961125
4984,2439292
4985,1025250
4984,31708
4984,64000
4987,2669833
4988,194000
4986,1919833
4989,1799958
4989,5365875
4989,5391708
4992,3907417
4993,2557333
4993,407875
4994,925625
4995,2641916
4996,850750
4997,2644959
4998,1484250
4997,258917
4999,2476625
4999,33750
5002,188459
5001,2069333
5003,2019625
5004,2345916
5003,59250
5004,2491875
5004,2492916
5008,2074333
5008,2125208
5007,2603958
5008,4193917
5009,2562666
5010,923792
5009,1028291
5011,2611875
5011,2640583
5012,625500
5013,2926417
5012,2744542
5012,2791292
5015,2438750
5015,2440667
5015,2504875
5014,2158375
5015,3033750
5017,2471375
5016,1721917
5016,1723250
5019,2731458
5019,1136500
5020,3947584
5021,2540333
5021,415291
5023,2003583
5023,2017708
5024,610625
5023,1662333
5025,2781458
5026,722875
5025,1804041
5027,847416
5027,4501167
5028,2404750
5028,89917
5031,1652750
5030,550000
5031,1237084
5033,2624083
5032,109250
5033,1287750
5034,1329792
5035,1300292
5036,782833
5038,1705875
5037,116292
5038,1241583
5041,4412875
5040,2096833
5041,544416
5043,2202042
5042,365708
5044,2172541
5044,2210750
5043,2228958
5044,4444500
5045,2531916
5046,2635833
5047,2565958
5048,2454416
5048,2476875
5047,3151417
5048,4774541
5049,2624875
5050,3907042
5051,304292
5050,2541417
5052,3172375
5053,2474208
5054,4128208
5053,115875
5054,108875
5056,2618334
5056,3477167
5056,3491125
5057,2474291
5058,2181708
5059,1481000
5060,1710959
5059,1793667
5060,5156334
5062,2520542
5063,2589916
5064,4121333
5062,868458
5063,50917
5064,2081250
5065,220250
5068,2033625
5068,2034125
5069,4512167
5068,4135417
5068,4143959
5070,2665917
5071,3344208
5070,1101625
5073,5177625
5073,5217041
5073,2266167
5075,3284375
5075,3362916
5075,3363708
5076,2244541
5077,568833
5076,1936042
5078,6873458
5078,6926417
5079,2681125
5079,1119958
5080,3861583
5081,2150500
5081,2191291
5081,3546125
5083,2221458
5082,3258292
5084,2303375
5083,1391292
5085,2314000
5085,797000
5086,5544750
5087,2595666
5089,2042166
5087,485667
5090,1557208
5088,2390458
5088,2391125
5089,3192750
5090,3385667
5091,2559834
5092,2244167
5091,1846042
5092,1909750
5094,1661584
5093,3307750
5096,2488917
5094,56125
5094,85875
5095,5155458
5096,233625
5097,2059750
5099,2079042
5099,2094542
5100,1384208
5100,1426500
5100,988625
5102,2614250
5103,2938875
5102,244000
5105,1583292
5104,263083
5106,2150084
5105,1275333
5106,1700417
5109,4002333
5109,227625
5110,6474291
5111,2156792
5114,2366333
5114,81875
5116,2516292
5117,2876833
5116,47458
5117,478750
5119,2517583
5118,1134500
5120,851292
5121,2145667
5120,222292
5121,1614875
5122,3509750
5124,2671250
5123,1146833
5126,1931917
5125,3393250
5126,3319541
5128,2618083
5129,1474167
5128,1001458
5129,2239125
5130,3956083
5132,2969791
5132,3000000
5132,1192000
5135,2656459
5136,3099417
5135,1329792
5138,2783916
5138,4909375
5139,2596916
5140,3446959
5139,500042
5140,1129792
5141,2109709
5144,3061500
5144,3092667
5143,1071708
5144,243625
5145,140583
5147,2743000
5148,2522291
5148,998958
5151,874917
5150,1192834
5151,1413875
5151,1414792
5151,1502625
5153,1981458
5153,4109417
5153,4153084
5155,943750
5154,2483166
5156,285667
5156,2152834
5159,6008083
5159,1240625
5160,2670625
5162,132459
5161,2302834
5162,3186667
5164,2558959
5165,2772916
5164,1005834
5166,21542
5166,55958
5167,4739709
5168,2519792
5169,2690375
5170,2634708
5169,1843917
5170,2151833
5172,2219000
5172,1467083
5175,3389500
5175,3673000
5176,2633583
5176,2635416
5178,153167
5176,2183917
5179,1184542
5179,2693042
5180,2653125
5180,2653750
5180,144125
5181,42708
5182,3257167
5184,2528875
5185,3746791
5184,348250
5185,872583
5187,4225500
5187,3894459
5189,4264625
5190,3161958
5189,4391833
5190,2213333
5191,1525750
5193,3632542
5193,32125
5194,96750
5196,2604625
5197,2725375
5197,2725833
5198,732791
5197,1857375
5198,1996750
5198,2005625
5200,2613625
5201,3533166
5202,2513500
5200,1359166
5202,85792
5203,2101042
5204,1152750
5205,191750
5208,2472917
5207,889334
5209,2735792
5209,4334292
5211,2568458
5211,1604166
5212,2143042
5212,2222834
5213,4327834
5214,1905125
5214,1905708
5215,2424333
5216,1851792
5215,1352291
5217,931292
5216,1253500
5216,1277958
5217,152250
5219,2533667
5218,714792
5220,835041
5220,1894875
5221,4361584
5223,3030750
5223,3108000
5223,2584417
5224,31416
5226,2656833
5225,93833
5225,117833
5226,1009667
5229,1211750
5227,2917334
5229,1808958
5230,2400167
5231,3922250
5230,41209
5233,2259583
5232,175541
5235,4525083
5236,2476041
5237,3867833
5234,129791
5235,350000
5236,30083
5237,4965084
5238,275417
5240,1073250
5241,2568250
5242,1047459
5241,130709
5243,737625
5242,1182666
5244,742584
5243,2105542
5244,3990958
5246,1637125
5245,71875
5246,999875
5248,2593583
5249,3325416
5250,1043875
5251,486416
5250,1611875
5251,646584
5253,2803916
5253,293125
5254,8615084
5256,2194750
5257,3096708
5257,1970083
5258,3282292
5258,3307334
5259,2765375
5258,1531916
5258,1587333
5259,2167209
5260,138958
5263,33834
5265,2551333
5266,3327000
5267,1265958
5267,1303916
5266,1621625
5268,1255750
5267,1194750
5269,2711583
5268,4186750
5269,1833958
5270,2696375
5271,1758833
5270,2130084
5273,5315166
5273,820875
5274,2612500
5275,2563750
5275,2604417
5274,1535625
5276,1125833
5275,1181750
5276,1650500
5277,2961875
5278,2465750
5278,68625
5280,1242000
5279,1171625
5281,2684792
5281,2729875
5281,5211542
5281,5229958
5283,1957750
5283,1978292
5284,1499125
5284,465833
5285,6770500
5285,125042
5286,6292416
5286,6804500
5286,570875
5287,123625
5287,1667875
5287,1669375
5288,1499958
5288,1501000
5289,3535083
5290,2631542
5289,2072083
5290,1144667
5291,1750833
5291,1768125
5293,3640250
5292,132375
5293,1710000
5295,2335084
5294,1674625
5296,412583
5296,429500
5296,441708
5295,1769041
5297,2325958
5298,118917
5297,1860625
5298,775500
5300,2718458
5300,2719000
5299,1133791
5300,1391542
5302,1335334
5302,1345917
5301,874625
5302,1831791
5303,1073500
5305,3836542
5305,3843167
5306,2687708
5306,1692625
5307,443459
5308,965917
5310,985041
5309,18667
5310,170708
5312,3074750
5312,962416
5313,826792
5314,1007709
5315,2909917
5315,2911750
5316,3122916
5319,884958
5318,3038292
5320,2642458
5322,788042
5323,1774916
5321,171459
5322,918291
5322,958625
5323,253000
5325,3234417
5325,3253875
5324,675250
5327,1680833
5327,1696708
5325,2664750
5327,2590500
5328,2460917
5329,2546541
5328,531083
5329,219958
5331,2896375
5331,5181208
5332,2509000
5332,2521958
5332,861042
5333,3140125
5335,2152250
5334,182333
5335,243875
5337,2969250
5336,1330916
5337,195625
5339,2429959
5338,672833
5339,1570750
5340,1266792
5342,4353417
5341,85250
5341,115500
5342,1116208
5342,1116750
5343,2619541
5343,1669416
5345,495959
5346,446334
5345,1810833
5348,1053209
5349,4606041
5349,4607583
5349,3975167
5349,4005375
5349,4041458
5350,3441417
5350,3442000
5351,199250
5353,3224500
5353,1091375
5355,2356208
5354,1533500
5356,1057166
5355,1173792
5357,2893542
5356,389334
5358,2661791
5360,2163541
5359,34292
5360,1569500
5361,1585625
5361,1586125
5362,2687042
5362,301792
5365,1323375
5364,3494708
5367,435583
5366,3533458
5368,2425958
5370,2516292
5371,2017959
5370,1305292
5371,2200666
5372,918000
5374,2097958
5374,2170416
5373,1328583
5374,2270709
5376,2452167
5377,2605458
5378,1931833
5379,1825250
5380,731666
5379,3002583
5380,4952750
5380,4953000
5382,2595375
5381,720666
5382,655209
5383,1814834
5385,2482625
5386,2768083
5387,1294292
5386,1137833
5388,3853625
5387,1714208
5388,4814042
5389,2482625
5390,2737958
5389,1582500
5391,3431000
5392,1832167
5390,357917
5393,2762667
5392,713083
5393,115917
5393,174750
5394,1363166
5395,1407209
5396,2539334
5397,1964167
5398,525917
5400,1184375
5401,2705083
5400,851292
5401,521291
5403,1498583
5403,1499125
5402,1125417
5404,4070375
5403,275500
5404,3716667
5406,2725750
5405,701959
5408,2685000
5407,407417
5408,6384750
5410,3756041
5410,3766625
5409,86750
5412,2152375
5411,234125
5414,5999167
5413,100625
5414,1578167
5416,3759000
5415,237250
5416,3248042
5416,3267875
5418,318042
5418,328042
5417,3052292
5420,2494667
5421,1442958
5421,1443375
5422,2047375
5421,1120542
5422,1891375
5423,1101792
5425,2557084
5424,2529958
5427,2508791
5428,1299250
5426,5592166
5428,238375
5430,4188458
5431,197458
5429,154708
5433,1182250
5434,1335209
5432,1837209
5432,1876292
5435,533250
5436,1006833
5434,1723459
5437,1800541
5438,2524167
5439,2161709
5440,1531125
5439,1019291
5441,5682208
5441,1780917
5442,2558000
5443,1014333
5442,941292
5445,3058250
5444,316875
5446,1467167
5445,67875
5447,2630125
5446,613875
5448,2980375
5447,126375
5448,158625
5451,442167
5450,536625
5451,1309125
5454,64834
5452,1739542
5452,1740083
5453,493083
5454,1121875
5455,893625
5457,1403500
5458,1597875
5458,1063709
5459,3683625
5460,2604500
5460,2637167
5461,2628792
5460,1022667
5462,748250
5461,3003167
5462,1063958
5464,3940084
5465,865334
5465,876500
5466,35250
5465,626917
5467,2490500
5469,2652417
5468,1920250
5471,301083
5470,2199125
5472,442625
5474,54333
5473,1932917
5474,32500
5475,1556000
5477,2866417
5478,1846125
5477,371417
5479,2852792
5478,2585292
5479,5952417
5480,5297750
5480,317083
5481,211708
5481,266000
5482,4597709
5482,4617667
5484,1434375
5484,1499083
5483,903917
5485,2585833
5486,458583
5486,460250
5485,2045167
5487,3654167
5486,178167
5487,485375
5489,1345584
5489,1371334
5488,288416
5490,6227292
5490,205083
5492,5574375
5491,154417
5494,356459
5493,4584125
5493,4735500
5494,7932333
5494,7933041
5496,361667
5496,398792
5495,34167
5497,161208
5496,3318584
5496,3319709
5496,3389375
5497,3054042
5499,2322541
5499,2353833
5498,1074875
5499,3925916
5500,2559375
5501,2655833
5500,1072417
5501,1194208
5502,212833
5503,3061250
5504,2541167
5504,1280583
5505,1492875
5508,613916
5509,2790208
5508,710000
5510,2894958
5512,2083583
5510,350833
5513,2255500
5511,2433667
5512,782625
5513,2868125
5515,3886875
5516,2120958
5514,85709
5515,291083
5517,2890041
5516,3546833
5517,1209750
5519,1294000
5518,2123959
5519,749250
5520,1623167
5520,1642042
5521,3391584
5521,3413542
5522,2521750
5523,2120084
5522,1377209
5524,229250
5523,2493084
5525,4959500
5527,2916417
5526,1807750
5527,2699209
5529,2174542
5528,388875
5529,150041
5530,677667
5530,697542
5533,3191292
5532,1710250
5535,104875
5533,41417
5536,26958
5537,1820250
5537,1821917
5535,82167
5536,49333
5537,1357917
5539,1270250
5539,1377666
5541,4096916
5540,63875
5542,21584
5543,2139083
5543,2192917
5542,27125
5543,864875
5545,3966458
5545,3974792
5544,64083
5545,3018583
5546,2710833
5548,1173542
5547,1346750
5549,2850084
5549,4404417
5551,2244833
5550,2030833
5551,98459
5553,2449291
5553,1114750
5555,1361208
5554,1793666
5555,236833
5557,2381834
5558,33125
5557,2217250
5559,2581208
5559,3559583
5560,2373583
5561,2328208
5560,1553291
5562,203208
5563,2097958
5563,2116541
5562,2148417
5562,2150292
5564,280500
5563,2971167
5564,5508000
5565,820291
5566,2984875
5567,5280708
5567,5281750
5568,3026041
5568,167375
5568,190709
5570,1777791
5571,2598291
5572,1330542
5572,1353292
5573,1027750
5572,523333
5573,380833
5575,460458
5574,66291
5575,1599166
5576,2800167
5576,1307000
5577,769084
5579,2653000
5579,3709000
5579,3736167
5581,2338000
5580,984459
5581,149500
5583,4900500
5582,82250
5584,2637250
5585,2954583
5584,1082542
5586,16417
5585,5187708
5587,3707750
5589,2636750
5588,1551458
5590,2602750
5591,1330750
5590,1830958
5591,2456667
5592,2437208
5592,2437791
5593,1682792
5595,3373083
5594,122708
5595,1196750
5598,1298291
5597,1707292
5598,2971166
5599,2666375
5600,2398250
5600,2413458
5599,1265292
5601,22208
5600,420458
5602,2301750
5602,3234375
5603,2533125
5603,2549209
5605,695916
5603,55541
5606,782750
5604,536500
5605,3212917
5607,138750
5610,288500
5609,1040458
5609,1079666
5612,2834750
5612,2674833
5612,2703125
5614,864542
5613,1262834
5615,4173000
5616,98375
5615,1531792
5617,60084
5619,2606875
5619,2632458
5619,2962292
5621,2280500
5620,1282167
5621,2064834
5623,881916
5624,962708
5623,1124166
5625,2435708
5624,1249292
5625,2176416
5626,971208
5627,2195250
5629,2613959
5630,2515458
5629,1577167
5630,2564208
5632,3123083
5633,2435083
5634,2776167
5633,1354000
5635,418333
5634,1689375
5636,6027916
5636,3369750
5637,2551916
5637,1930666
5640,3804000
5638,231167
5640,1901375
5643,3903084
5644,182417
5642,2152667
5645,2479875
5643,66833
5644,4246375
5645,1224209
5646,2448166
5647,2666334
5646,1022750
5648,465209
5647,3522959
5648,34334
5651,2255125
5652,180792
5653,3867458
5652,82958
5654,6486792
5654,6525584
5655,1882500
5657,3568750
5656,290042
5658,19500
5657,233375
5658,19416
5659,2162459
5662,2866459
5663,1955625
5664,1994583
5663,544458
5665,7271708
5664,1557209
5666,22375
5666,22625
5668,2134792
5667,269834
5669,2448459
5669,2485750
5668,5002208
5668,5044625
5670,2540000
5671,517291
5670,1351459
5671,49667
5673,3399542
5673,5687000
5674,2473417
5675,2599125
5674,800625
5676,1561250
5677,2761958
5676,37542
5677,2869042
5679,4515500
5680,610042
5678,1574542
5680,92000
5682,1941291
5682,1981166
5683,272500
5683,294584
5682,2183917
5684,2813625
5683,627083
5684,1038667
5684,1057334
5685,1794583
5685,1808000
5687,1629667
5686,981625
5688,3939500
5687,1734792
5687,1751583
5690,3995458
5690,3037375
5692,2109541
5691,1865542
5692,2003708
5694,759666
5693,76875
5694,68334
5696,46958
5697,1763167
5698,522250
5697,3257416
5698,1361917
5700,2829500
5700,2947750
5701,2808209
5702,4149500
5703,1134667
5704,953083
5703,5156875
5704,1729875
5705,4851084
5706,1046417
5706,1260125
5708,256958
5707,77875
5708,2756042
5709,3958375
5710,2324375
5710,73125
5711,2233459
5713,42542
5712,1662417
5714,2445166
5714,895250
5716,1012041
5717,2678166
5717,2708625
5717,2709083
5716,2530708
5716,2548000
5718,2638125
5718,1637459
5719,1104583
5720,812750
5722,1504625
5721,3129333
5722,1082750
5723,3804750
5725,235416
5727,5159917
5726,44292
5727,3441291
5728,2530167
5729,4491875
5729,1037375
5731,3126833
5730,2744875
5731,3202833
5732,1312625
5733,1156375
5733,1186875
5735,5181583
5734,1358208
5735,2287208
5736,2603416
5737,3871291
5738,1169041
5739,2277208
5738,3852750
5739,4188417
5740,2574250
5741,2636167
5741,2637083
5740,1078458
5742,1329250
5741,1061792
5743,4003250
5743,1728375
5744,805917
5747,2922167
5746,2637125
5747,3211042
5748,2609292
5749,3808125
5748,373333
5750,1273625
5750,1304000
5751,1500083
5751,1544666
5752,1889125
5751,1348583
5752,178375
5754,1023250
5754,3499750
5756,2709000
5757,3708666
5757,3730833
5758,1073750
5759,435000
5757,164458
5758,175291
5760,1937084
5759,1622584
5760,1984125
5762,3587125
5761,100667
5764,2698708
5764,2718583
5764,5044708
5765,2385708
5765,1121208
5768,2271958
5767,635125
5769,2212125
5768,1306334
5770,2130625
5770,1221000
5772,1526916
5771,1181250
5772,3591250
5773,2342542
5775,3665041
5775,592000
5776,2499292
5777,4013125
5778,2563292
5779,2939917
5778,1123167
5778,1153750
5781,86750
5780,3188833
5781,3731625
5783,2288584
5782,1117291
5784,1434917
5784,1437209
5785,1802833
5785,1858375
5785,4449042
5786,937375
5787,42500
5788,377583
5789,2718958
5790,2363666
5791,1738084
5790,355250
5791,844083
5793,701125
5792,1916000
5794,2735833
5795,3726208
5796,2175250
5795,314542
5797,2775833
5796,1077667
5798,2342500
5797,1122083
5798,1003500
5799,1251292
5802,2966375
5800,65084
5802,3271500
5803,2791250
5804,3767792
5805,2009458
5804,2202584
5806,316625
5805,2078042
5807,2556625
5806,680750
5807,2682500
5808,261833
5810,2492000
5811,1952875
5810,1787167
5811,3172958
5814,2619458
5814,2678916
5813,1448833
5815,326458
5817,748917
5816,2230959
5818,866042
5821,1386125
5821,1400875
5821,1440083
5822,2637334
5823,356333
5824,37875
5823,598125
5823,617750
5824,1175041
5826,2009959
5826,5402750
5826,5421166
5828,827083
5827,1521875
5829,881584
5828,2132667
5830,797666
5829,1686833
5831,2712833
5832,2442334
5832,1274084
5834,4200625
5834,4209208
5833,276333
5835,2694125
5836,3709250
5835,2145625
5838,1021250
5837,882916
5838,1852167
5840,64583
5841,1576500
5842,22875
5843,35083
5842,39417
5843,2017750
5844,3088209
5844,3090125
5845,2501916
5846,3030666
5846,183959
5847,759583
5848,2277375
5850,2341666
5851,2631917
5852,1511917
5852,1585167
5852,1587209
5853,1790625
5853,1791500
5852,714000
5854,2197167
5853,1522416
5855,2309542
5856,1407542
5855,993000
5856,1338333
5857,2064250
5859,4159708
5858,424250
5859,3926042
5861,2690791
5862,119750
5862,1795833
5863,3590000
5864,2476709
5864,993833
5865,1343125
5867,2995333
5867,1332500
5868,100667
5870,71833
5871,144084
5873,3665500
5873,1362834
5874,2499584
5874,1334458
5875,2054584
5876,182459
5878,1737167
5877,1058750
5879,2545250
5878,1901791
5881,2730500
5882,5446417
5882,3494042
5884,1991792
5883,1632084
5885,1527792
5886,3664542
5885,337875
5886,2084334
5888,1163250
5889,4681209
5889,2458291
5890,2576000
5890,277750
5891,311334
5893,4846875
5892,915584
5892,1228959
5893,602459
5893,1056709
5894,732083
5895,2642375
5894,1359042
5895,3828125
5895,3852542
5896,3843000
5899,2926708
5900,458833
5900,478000
5899,3560417
5900,1292709
5903,624125
5903,636959
5901,125292
5905,723042
5903,1773625
5904,862583
5904,908375
5907,934125
5907,949083
5908,2325250
5909,1809125
5907,2081083
5910,2842666
5910,2844875
5909,498167
5911,2347208
5911,2362208
5912,1303667
5910,4622750
5910,4623666
5913,220417
5912,339583
5912,342000
5914,2113000
5915,2623167
5916,3300458
5918,2576458
5918,2326166
5918,2327000
5920,2490375
5921,2271791
5920,1677541
5922,2842000
5921,321042
5921,349708
5923,2736084
5924,34750
5922,2301583
5923,1514750
5924,1998041
5924,1998541
5925,3083875
5926,1835500
5928,3307875
5927,154292
5929,3468208
5929,3521042
5928,2299292
5930,914584
5931,1047292
5932,2134750
5934,2598584
5935,633625
5936,1192125
5936,1238250
5936,2412041
5937,3148542
5939,3998375
5938,56167
5939,425500
5941,2809708
5941,3227250
5942,2582625
5943,2831250
5944,2035750
5942,197208
5945,1218250
5944,1802584
5945,3468292
5946,2456750
5947,803416
5946,558417
5947,78500
5949,277500
5948,1994208
5950,3181209
5951,1310417
5951,1387917
5950,2589125
5951,1291125
5951,1344125
5953,197042
5952,1901083
5953,534709
5953,619334
5953,620000
5955,2598250
5956,639792
5955,1605583
5955,1605958
5956,2808625
5957,2647875
5957,1923625
5958,2946500
5960,2392166
5959,42750
5960,1359542
5962,1124583
5961,1183500
5962,1694000
5963,18667
5964,3445417
5964,3485125
5965,28958
5964,1090542
5966,1786083
5965,15791
5968,5485750
5967,1219625
5969,2657542
5970,2914667
5970,899917
5972,677875
5971,678959
5972,3510000
5974,934667
5973,758167
5974,2890458
5975,328375
5976,1894208
5978,633708
5977,1870416
5978,1423458
5979,4078667
5979,4079333
5980,2478667
5981,2439083
5982,1482958
5981,1123750
5983,2636916
5983,5131708
5985,2631583
5984,1516250
5986,408292
5986,409000
5985,1888500
5987,4240459
5988,721708
5987,2254083
5988,130416
5989,5634250
5990,1106375
5992,2634625
5992,2693208
5991,782125
5992,2086667
5993,2412042
5993,2426042
5995,2582792
5996,3024375
5995,684500
5997,1912875
5996,683750
5998,2335708
5997,1645334
5997,1652292
6000,177500
5999,765417
6001,2947709
6002,130167
6002,134667
6001,3090708
6004,28542
6003,224333
6004,2365334
6007,2706416
6007,1528833
6008,2573208
6009,1213334
6008,565208
6010,587208
6012,2128375
6013,2423958
6012,2840292
6013,491458
6014,5089292
6015,2618500
6016,3644000
6015,238375
6018,2539417
6017,547834
6018,4756458
6019,2587875
6021,699667
6019,186000
6020,1034416
6022,2651875
6022,2725125
6021,688542
6022,3296667
6023,2892458
6024,2778542
6025,1176834
6026,4682250
6027,2651750
6028,2836833
6027,1631000
6028,3060375
6030,1534334
6031,2494959
6031,2545750
6030,1231542
6031,2109959
6033,2825875
6032,1508334
6032,1524167
6033,5129875
6035,2242583
6036,1993000
6034,395667
6037,6158083
6035,197833
6037,2058333
6039,2897750
6038,1276292
6039,1593292
6039,1603708
6040,66083
6041,680791
6043,514958
6043,1765041
6044,4979750
6045,2608250
6046,3263167
6047,1930750
6046,599458
6048,2730334
6047,813792
6049,333500
6048,3301667
6049,870791
6051,2756041
6051,3717375
6053,2519084
6053,2553959
6053,2570084
6054,1282667
6053,1166208
6054,3084791
6056,2415917
6056,34209
6058,1639000
6059,2449500
6059,2478958
6058,2263667
6059,155666
6061,2397291
6060,1777792
6061,2037000
6062,117375
6064,1429166
6065,1703292
6068,1933750
6069,1587875
6070,4204541
6070,4218833
6069,2169584
6071,2638917
6072,2136917
6071,1584750
6073,1944208
6074,2785583
6073,648500
6074,4526917
6076,2356250
6077,1248792
6078,2920209
6078,3646667
6079,2719750
6080,2737792
6080,2777834
6079,1095959
6081,1283958
6080,1184459
6082,6175291
6081,1353333
6082,2995250
6083,2645042
6083,836667
6086,214709
6086,232625
6084,76375
6085,779959
6087,723042
6088,482833
6089,2872750
6088,698167
6089,3802958
6090,2451208
6091,4502084
6091,508708
6093,2526084
6093,2526750
6092,2255417
6092,2289958
6093,1087250
6093,1124042
6095,898083
6095,922916
6094,1307750
6095,1450791
6096,5274917
6097,2867042
6098,3518166
6099,2050041
6101,592542
6100,342667
6102,191042
6101,58416
6104,2948250
6105,2598583
6105,2599333
6106,8633292
6107,2512708
6109,2554541
6110,9252500
6110,9253667
6112,4486042
6113,2549125
6114,8708041
6116,2360917
6103,60625
6103,103250
6104,104291
6105,174125
6105,204625
6107,282166
6118,1061625
6108,113750
6119,2607000
6120,2241042
6109,143625
6111,286417
6112,744458
6113,606167
6114,235750
6115,1006750
6116,118209
6117,426375
6118,226750
6119,2194792
6119,2195583
6123,423625
6121,365167
6122,300875
6122,339750
6124,1501833
6124,2928292
6126,3928250
6128,2992625
6129,1976584
6130,729333
6129,1756083
6130,308875
6133,2350291
6133,2407666
6134,20834
6135,331541
6134,36667
6134,44500
